Address_x,Eircode,Airport_distance_km,Airport_duration_min,Airport_distance_m,Airport_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"22 Forest Close, Kingswood Heights, Tallaght Dublin 24, Dublin 24, Dublin",D24A52F,22.989,21.833333333333332,22989,1310,Semi-D,5,2,146.0 m²,—,—,10/04/2025,"€525,000","€600,000","22 FOREST CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",10/04/2025,"22 FOREST CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Liffey Glen, Lucan Dublin, Dublin, Dublin",K78E772,17.69,17.766666666666666,17690,1066,Semi-D,3,3,117.4 m²,B3,—,10/04/2025,"€435,000","€497,000","19 LIFFEY GLEN, LUCAN DUBLIN, DUBLIN",10/04/2025,"19 LIFFEY GLEN, LUCAN DUBLIN, DUBLIN",Dublin,"ï¿½497,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Riversdale Dr, Clondalkin, Dublin 22, Dublin 22, Dublin",D22RC62,22.573,22.883333333333333,22573,1373,Semi-D,3,1,80.0 m²,D2,—,10/04/2025,"€290,000","€335,000","18 RIVERSDALE DR, CLONDALKIN, DUBLIN 22",10/04/2025,"18 RIVERSDALE DR, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"40 Cowper Village, Rathmines, Dublin 6, Dublin 6, Dublin",D06R8Y4,30.265,35.45,30265,2127,End of Terrace,2,1,60.0 m²,D2,—,10/04/2025,"€475,000","€491,000","40 COWPER VILLAGE, RATHMINES, DUBLIN 6",10/04/2025,"40 COWPER VILLAGE, RATHMINES, DUBLIN 6",Dublin,"ï¿½491,000.00",No,No,Second-Hand Dwelling house /Apartment,
"135 Mulvey Pk, Dundrum, Dublin 14, Dublin 14, Dublin",D14XR66,35.852,34.2,35852,2052,Terrace,2,1,74.0 m²,F,—,10/04/2025,"€395,000","€445,000","135 MULVEY PK, DUNDRUM, DUBLIN 14",10/04/2025,"135 MULVEY PK, DUNDRUM, DUBLIN 14",Dublin,"ï¿½445,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 1 3, 3a, Talbot St, Dublin 1, Dublin",D01PP79,16.067,23.033333333333335,16067,1382,Apartment,1,1,35.0 m²,—,—,10/04/2025,"€250,000","€265,000*","APT 1 3, 3A, TALBOT ST",10/04/2025,"APT 1 3, 3A, TALBOT ST",Dublin,"ï¿½265,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"17 Moy Elta Rd, East Wall, Dublin 3, Dublin 3, Dublin",D03HE39,14.63,18.533333333333335,14630,1112,Terrace,2,1,64.0 m²,C3,—,10/04/2025,"€350,000","€471,500","17 MOY ELTA RD, EAST WALL, DUBLIN 3",10/04/2025,"17 MOY ELTA RD, EAST WALL, DUBLIN 3",Dublin,"ï¿½471,500.00",No,No,Second-Hand Dwelling house /Apartment,
"467 Strand Road, Portmarnock, Dublin 13, Dublin 13, Dublin",D13PA97,13.327,21.95,13327,1317,Detached,5,3,164.0 m²,D2,—,10/04/2025,"€1,100,000","€1,200,000","467 STRAND ROAD, PORTMARNOCK, DUBLIN 13",10/04/2025,"467 STRAND ROAD, PORTMARNOCK, DUBLIN 13",Dublin,"ï¿½1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
"83 Larkfield Grove, Harolds Cross, Dublin 6w, Dublin",D6WRR40,28.853,30.283333333333335,28853,1817,Terrace,3,1,70.0 m²,D2,—,10/04/2025,"€475,000","€591,000","83 LARKFIELD GROVE, HAROLDS CROSS, DUBLIN 6W",10/04/2025,"83 LARKFIELD GROVE, HAROLDS CROSS, DUBLIN 6W",Dublin,"ï¿½591,000.00",No,No,Second-Hand Dwelling house /Apartment,
"123 Millview Lawns, Malahide, Dublin, Dublin",K36FY06,9.918,16.4,9918,984,Semi-D,4,3,127.0 m²,D2,—,10/04/2025,"€850,000","€850,000","123 MILLVIEW LAWNS, MALAHIDE, DUBLIN",10/04/2025,"123 MILLVIEW LAWNS, MALAHIDE, DUBLIN",Dublin,"ï¿½850,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Millmount Grove, Dundrum Rd, Dublin 14, Dublin 14, Dublin",D14XY31,35.886,34.916666666666664,35886,2095,Terrace,2,1,66.0 m²,C2,—,10/04/2025,"€475,000","€482,000","5 MILLMOUNT GROVE, DUNDRUM RD, DUBLIN 14",10/04/2025,"5 MILLMOUNT GROVE, DUNDRUM RD, DUBLIN 14",Dublin,"ï¿½482,000.00",No,No,Second-Hand Dwelling house /Apartment,
"472 Castleforbes Sq, Block K, Dublin 1, Dublin 1, Dublin",D01FH59,14.086,16.733333333333334,14086,1004,Apartment,2,1,72.0 m²,—,—,10/04/2025,"€495,000","€511,000","472 CASTLEFORBES SQ, BLOCK K, DUBLIN 1",10/04/2025,"472 CASTLEFORBES SQ, BLOCK K, DUBLIN 1",Dublin,"ï¿½511,000.00",No,No,Second-Hand Dwelling house /Apartment,
"30 The Crescent, Ongar, Clonee, Dublin 15, Dublin",D15KP2R,19.461,20.833333333333332,19461,1250,Apartment,1,1,45.0 m²,—,—,10/04/2025,"€199,000","€222,000","30 THE CRESCENT, ONGAR, CLONEE",10/04/2025,"30 THE CRESCENT, ONGAR, CLONEE",Dublin,"ï¿½222,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Draiocht Na Mara, Burrow Rd, Portrane, Dublin",K36YX31,18.504,21.333333333333332,18504,1280,Detached,4,3,162.0 m²,C1,—,10/04/2025,"€695,000","€550,000","DRAIOCHT NA MARA, BURROW RD, PORTRANE",10/04/2025,"DRAIOCHT NA MARA, BURROW RD, PORTRANE",Dublin,"ï¿½550,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Richmond Mews, Richmond Road, Fairview, Dublin 3, Dublin",D03FC44,9.232,18.85,9232,1131,Apartment,1,1,46.0 m²,C3,—,10/04/2025,"€270,000","€280,000","3 RICHMOND MEWS, RICHMOND ROAD, FAIRVIEW",10/04/2025,"3 RICHMOND MEWS, RICHMOND ROAD, FAIRVIEW",Dublin,"ï¿½280,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 4 The Laurels, Butterfield Ave, Rathfarnaham, Dublin",D14XE78,27.956,29.316666666666666,27956,1759,Apartment,1,1,49.0 m²,D1,—,10/04/2025,"€280,000","€343,000","APT 4 THE LAURELS, BUTTERFIELD AVE, RATHFARNAHAM",10/04/2025,"APT 4 THE LAURELS, BUTTERFIELD AVE, RATHFARNAHAM",Dublin,"ï¿½343,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Oakwood Grove, Clondalkin, Dublin 22, Dublin 22, Dublin",D22H300,20.413,24.183333333333334,20413,1451,Terrace,3,2,130.0 m²,—,—,10/04/2025,"€349,000","€420,000","17 OAKWOOD GROVE, CLONDALKIN, DUBLIN 22",10/04/2025,"17 OAKWOOD GROVE, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Somerton, Main Street, Newcastle, Dublin 22, Dublin",D22V043,31.169,29.2,31169,1752,Detached,4,4,346.0 m²,B2,—,10/04/2025,"€1,395,000","€1,335,000","SOMERTON, MAIN STREET, NEWCASTLE",10/04/2025,"SOMERTON, MAIN STREET, NEWCASTLE",Dublin,"ï¿½1,335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Corbally Close, Westbrook Lawns, Saggart, Dublin 24, Dublin",D24N6WP,27.471,26.616666666666667,27471,1597,Bungalow,2,2,60.0 m²,—,—,10/04/2025,"€299,000","€330,000","7 CORBALLY CLOSE, WESTBROOK LAWNS, SAGGART",10/04/2025,"7 CORBALLY CLOSE, WESTBROOK LAWNS, SAGGART",Dublin,"ï¿½330,000.00",No,No,Second-Hand Dwelling house /Apartment,
"41 The Meadows, Clonsilla, Dublin 15, Dublin 15, Dublin",D15HX93,18.698,21.933333333333334,18698,1316,Apartment,3,2,128.2 m²,—,—,10/04/2025,"€350,000","€350,000","41 THE MEADOWS, CLONSILLA, DUBLIN 15",10/04/2025,"41 THE MEADOWS, CLONSILLA, DUBLIN 15",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"208 The Links, Elm Park, Merrion Rd, Dublin 4, Dublin",D04K235,19.483,29.333333333333332,19483,1760,Apartment,2,2,75.0 m²,C1,—,10/04/2025,"€475,000","€485,000","208 THE LINKS, ELM PARK, MERRION RD",10/04/2025,"208 THE LINKS, ELM PARK, MERRION RD",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Texas Lane, Chalfont, Malahide, Dublin",K36VC45,11.291,17.983333333333334,11291,1079,Semi-D,4,2,129.0 m²,E1,—,10/04/2025,"€765,000","€805,000","4 TEXAS LANE, CHALFONT, MALAHIDE",10/04/2025,"4 TEXAS LANE, CHALFONT, MALAHIDE",Dublin,"ï¿½805,000.00",No,No,Second-Hand Dwelling house /Apartment,
"93 Cherry Garth, Rivervalley, Swords, Dublin",K67N4V8,7.973,15.5,7973,930,Semi-D,3,1,58.0 m²,C3,—,10/04/2025,"€350,000","€390,000","93 CHERRY GARTH, RIVERVALLEY, SWORDS",10/04/2025,"93 CHERRY GARTH, RIVERVALLEY, SWORDS",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Cabinteely Court, Pottery Rd, Dun Laoghaire, Dublin",A96A384,42.786,37.233333333333334,42786,2234,Detached,3,1,90.0 m²,C2,—,11/04/2025,"€650,000","€640,000","11 CABINTEELY COURT, POTTERY RD, DUN LAOGHAIRE",11/04/2025,"11 CABINTEELY COURT, POTTERY RD, DUN LAOGHAIRE",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Wellington Rd, Templeogue, Dublin 6w, Dublin",D6WHH99,26.762,25.25,26762,1515,Semi-D,4,2,142.0 m²,E1,—,11/04/2025,"€635,000","€640,000","33 WELLINGTON RD, TEMPLEOGUE, DUBLIN 6W",11/04/2025,"33 WELLINGTON RD, TEMPLEOGUE, DUBLIN 6W",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Russell Avenue, Drumcondra, Dublin 3, Dublin",D03T2N8,9.412,19.916666666666668,9412,1195,Terrace,3,2,99.0 m²,B1,—,11/04/2025,"€595,000","€674,000","18 RUSSELL AVENUE, DRUMCONDRA, DUBLIN 3",11/04/2025,"18 RUSSELL AVENUE, DRUMCONDRA, DUBLIN 3",Dublin,"ï¿½674,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 40, Reuben Sq, Dublin 8, Dublin 8, Dublin",D08TX07,23.224,27.833333333333332,23224,1670,Apartment,3,2,75.0 m²,C2,—,11/04/2025,"€345,000","€368,000","APT 40, REUBEN SQ, DUBLIN 8",11/04/2025,"APT 40, REUBEN SQ, DUBLIN 8",Dublin,"ï¿½368,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Fitzwilliam Court, Winton Rd, Ranelagh Dublin 6, Dublin 6, Dublin",D06XC79,19.342,30.883333333333333,19342,1853,Apartment,1,1,47.5 m²,E1,—,11/04/2025,"€365,000","€410,000","13 FITZWILLIAM COURT, WINTON RD, RANELAGH DUBLIN 6",11/04/2025,"13 FITZWILLIAM COURT, WINTON RD, RANELAGH DUBLIN 6",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"118 Clonard Court, Balbriggan, Co. Dublin, Dublin",K32T299,27.458,23.55,27458,1413,Bungalow,2,1,69.0 m²,G,—,11/04/2025,"€300,000","€295,000","118 CLONARD COURT, BALBRIGGAN, CO. DUBLIN",11/04/2025,"118 CLONARD COURT, BALBRIGGAN, CO. DUBLIN",Dublin,"ï¿½295,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Prospect Ave, Glasnevin, Dublin 9, Dublin 9, Dublin",D09N7P8,10.492,18.233333333333334,10492,1094,End of Terrace,2,1,69.0 m²,E1,—,11/04/2025,"€395,000","€424,000","5 PROSPECT AVE, GLASNEVIN, DUBLIN 9",11/04/2025,"5 PROSPECT AVE, GLASNEVIN, DUBLIN 9",Dublin,"ï¿½424,000.00",No,No,Second-Hand Dwelling house /Apartment,
"43 Rugby Road, Ranelagh, Dublin 6, Dublin 6, Dublin",D06C7W6,19.714,32.71666666666667,19714,1963,End of Terrace,3,—,88.0 m²,D2,—,11/04/2025,"€675,000","€740,000","43 RUGBY ROAD, RANELAGH, DUBLIN 6",11/04/2025,"43 RUGBY ROAD, RANELAGH, DUBLIN 6",Dublin,"ï¿½740,000.00",No,No,Second-Hand Dwelling house /Apartment,
"66 Ballinteer Park, Dundrum, Dublin 16, Dublin 16, Dublin",D16DD39,32.957,28.15,32957,1689,Semi-D,2,1,70.5 m²,G,—,11/04/2025,"€495,000","€560,000","66 BALLINTEER PARK, DUNDRUM, DUBLIN 16",11/04/2025,"66 BALLINTEER PARK, DUNDRUM, DUBLIN 16",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23 Kennington Lawn, Templeogue, Dublin 6w, Dublin",D6WVX27,26.644,25.85,26644,1551,Semi-D,4,1,126.0 m²,C3,—,11/04/2025,"€625,000","€690,000","23 KENNINGTON LAWN, TEMPLEOGUE, DUBLIN 6W",11/04/2025,"23 KENNINGTON LAWN, TEMPLEOGUE, DUBLIN 6W",Dublin,"ï¿½690,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Newport St, Off James St, Dublin 8, Dublin 8, Dublin",D08HRF3,23.289,27.55,23289,1653,Terrace,3,1,110.0 m²,E2,—,11/04/2025,"€360,000","€350,000","3 NEWPORT ST, OFF JAMES ST, DUBLIN 8",11/04/2025,"3 NEWPORT ST, OFF JAMES ST, DUBLIN 8",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Old Court Lodge, Firhouse, Dublin 24, Dublin 24, Dublin",D24P5C8,27.382,25.2,27382,1512,Terrace,2,1,70.0 m²,C3,—,11/04/2025,"€325,000","€405,000","11 OLD COURT LODGE, FIRHOUSE, DUBLIN 24",11/04/2025,"11 OLD COURT LODGE, FIRHOUSE, DUBLIN 24",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
"90 Derrynane Square, Innishfallen Parade, Off Dorset Street, Dublin",D07H801,9.253,19.766666666666666,9253,1186,Apartment,2,1,51.0 m²,—,—,11/04/2025,"€290,000","€319,000","90 DERRYNANE SQUARE, INNISHFALLEN PARADE, OFF DORSET STREET",11/04/2025,"90 DERRYNANE SQUARE, INNISHFALLEN PARADE, OFF DORSET STREET",Dublin,"ï¿½319,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Seacliff Dr, Baldoyle, Dublin 13, Dublin 13, Dublin",D13E426,12.972,21.05,12972,1263,Terrace,3,1,90.0 m²,—,—,11/04/2025,"€420,000","€450,000","16 SEACLIFF DR, BALDOYLE, DUBLIN 13",11/04/2025,"16 SEACLIFF DR, BALDOYLE, DUBLIN 13",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"61 Old Co Glen, Crumlin, Dublin 12, Dublin 12, Dublin",D12X2E5,25.179,29.316666666666666,25179,1759,End of Terrace,3,1,96.0 m²,C2,—,11/04/2025,"€395,000","€572,000","61 OLD CO GLEN, CRUMLIN, DUBLIN 12",11/04/2025,"61 OLD CO GLEN, CRUMLIN, DUBLIN 12",Dublin,"ï¿½572,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 154 Wintergarden, Pearse St, Dublin 2, Dublin 2, Dublin",D02AP62,15.898,23.2,15898,1392,Apartment,1,1,54.0 m²,C3,—,11/04/2025,"€320,000","€345,000","APT 154 WINTERGARDEN, PEARSE ST, DUBLIN 2",11/04/2025,"APT 154 WINTERGARDEN, PEARSE ST, DUBLIN 2",Dublin,"ï¿½345,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 5, James Plunkett House, Inchicore, Dublin",D08TW77,21.266,21.8,21266,1308,Apartment,2,1,67.0 m²,D2,—,11/04/2025,"€360,000","€363,000","APARTMENT 5, JAMES PLUNKETT HOUSE, INCHICORE",11/04/2025,"APARTMENT 5, JAMES PLUNKETT HOUSE, INCHICORE",Dublin,"ï¿½363,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Railway Rd, Clongriffin Dublin 13, Dublin, Dublin 13, Dublin",D13XT10,11.83,19.183333333333334,11830,1151,Duplex,3,2,81.0 m²,C2,—,11/04/2025,"€360,000","€374,000","11 RAILWAY RD, CLONGRIFFIN DUBLIN 13, DUBLIN",11/04/2025,"11 RAILWAY RD, CLONGRIFFIN DUBLIN 13, DUBLIN",Dublin,"ï¿½374,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Dun Saithne Green, Flemington Lane, Balbriggan, Dublin",K32P656,28.447,24.583333333333332,28447,1475,Terrace,3,2,88.0 m²,B3,—,11/04/2025,"€305,000","€357,000","16 DUN SAITHNE GREEN, FLEMINGTON LANE, BALBRIGGAN",11/04/2025,"16 DUN SAITHNE GREEN, FLEMINGTON LANE, BALBRIGGAN",Dublin,"ï¿½357,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 60 Trimleston, Balbriggan, Dublin, Dublin",K32YD45,26.689,22.966666666666665,26689,1378,Apartment,2,1,64.0 m²,C1,—,11/04/2025,"€215,000","€227,000","APT 60 TRIMLESTON, BALBRIGGAN, DUBLIN",11/04/2025,"APT 60 TRIMLESTON, BALBRIGGAN, DUBLIN",Dublin,"ï¿½227,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Barna, 7 Hainault Rd, Foxrock, Dublin 18, Dublin",D18V091,39.399,33.1,39399,1986,Detached,6,7,434.0 m²,B2,—,11/04/2025,"€2,795,000","€2,700,000","BARNA, 7 HAINAULT RD, FOXROCK",11/04/2025,"BARNA, 7 HAINAULT RD, FOXROCK",Dublin,"ï¿½2,700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"37 Ailesbury Rd, Ballsbridge, Dublin 4, Dublin 4, Dublin",D04K5T3,18.838,27.95,18838,1677,Semi-D,5,3,435.0 m²,—,—,11/04/2025,"€5,300,000","€5,200,000","37 AILESBURY RD, BALLSBRIDGE, DUBLIN 4",11/04/2025,"37 AILESBURY RD, BALLSBRIDGE, DUBLIN 4",Dublin,"ï¿½5,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 114 Longboat Quay South, Hanover Quay, Dublin 2, Dublin 2, Dublin",D02PP97,15.608,21.983333333333334,15608,1319,Apartment,3,2,89.0 m²,—,—,11/04/2025,"€520,000","€577,000","APT 114 LONGBOAT QUAY SOUTH, HANOVER QUAY, DUBLIN 2",11/04/2025,"APT 114 LONGBOAT QUAY SOUTH, HANOVER QUAY, DUBLIN 2",Dublin,"ï¿½577,000.00",No,No,Second-Hand Dwelling house /Apartment,
"87 Mount Eagle View, Leopardstown Heights, Dublin 18, Dublin 18, Dublin",D18K4W8,34.368,28.466666666666665,34368,1708,Semi-D,4,3,124.0 m²,B3,—,11/04/2025,"€695,000","€710,000","87 MOUNT EAGLE VIEW, LEOPARDSTOWN HEIGHTS, DUBLIN 18",11/04/2025,"87 MOUNT EAGLE VIEW, LEOPARDSTOWN HEIGHTS, DUBLIN 18",Dublin,"ï¿½710,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12a Park Court, Sandymount, Dublin 4, Dublin 4, Dublin",D04WP46,17.803,25.566666666666666,17803,1534,End of Terrace,2,1,72.0 m²,C2,—,11/04/2025,"€595,000","€610,000","12A PARK COURT, SANDYMOUNT, DUBLIN 4",11/04/2025,"12A PARK COURT, SANDYMOUNT, DUBLIN 4",Dublin,"ï¿½610,000.00",No,No,Second-Hand Dwelling house /Apartment,
"40 Cranford Court, Stillorgan Rd, Dublin 4, Dublin 4, Dublin",D04HH32,20.763,31.966666666666665,20763,1918,Apartment,1,1,47.0 m²,E1,—,11/04/2025,"€275,000","€316,000","40 CRANFORD COURT, STILLORGAN RD, DUBLIN 4",11/04/2025,"40 CRANFORD COURT, STILLORGAN RD, DUBLIN 4",Dublin,"ï¿½316,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Sitric Rd, Stoneybatter, Dublin 7, Dublin 7, Dublin",D07F6C4,13.306,26.183333333333334,13306,1571,Terrace,2,1,69.0 m²,D2,—,11/04/2025,"€475,000","€485,000","33 SITRIC RD, STONEYBATTER, DUBLIN 7",11/04/2025,"33 SITRIC RD, STONEYBATTER, DUBLIN 7",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Beverly Lawns, Knocklyon, Dublin 16, Dublin 16, Dublin",D16N5D0,26.657,24.1,26657,1446,Semi-D,3,2,90.0 m²,C3,—,11/04/2025,"€500,000","€560,000","7 BEVERLY LAWNS, KNOCKLYON, DUBLIN 16",11/04/2025,"7 BEVERLY LAWNS, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"56 Trees Rd, Mount Merrion, Blackrock, Dublin",A94X9X5,22.091,34.71666666666667,22091,2083,Semi-D,5,1,206.0 m²,E1,—,11/04/2025,"€1,300,000","€1,285,000","56 TREES RD, MOUNT MERRION, BLACKROCK",11/04/2025,"56 TREES RD, MOUNT MERRION, BLACKROCK",Dublin,"ï¿½1,285,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Hollybrook Wood Clontarf, Dublin 3, Dublin, Dublin 15, Dublin",D03NV29,10.336,21.6,10336,1296,Terrace,2,3,93.0 m²,C1,—,11/04/2025,"€575,000","€677,000","2 HOLLYBROOK WOOD CLONTARF, DUBLIN 3, DUBLIN",11/04/2025,"2 HOLLYBROOK WOOD CLONTARF, DUBLIN 3, DUBLIN",Dublin,"ï¿½677,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Ravenswood Rise, Castaheany, Dublin 15, Dublin 15, Dublin",D15H6C9,19.357,20.583333333333332,19357,1235,Semi-D,4,3,121.0 m²,C2,—,11/04/2025,"€495,000","€530,000","3 RAVENSWOOD RISE, CASTAHEANY, DUBLIN 15",11/04/2025,"3 RAVENSWOOD RISE, CASTAHEANY, DUBLIN 15",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"86 Nutgrove Avenue, Rathfarnham, Dublin 14, Dublin 14, Dublin",D14P8C4,28.735,30.766666666666666,28735,1846,Terrace,3,1,89.0 m²,C1,—,11/04/2025,"€495,000","€525,000","86 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14",11/04/2025,"86 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14",Dublin,"ï¿½525,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Glenesky Sq, Phoenix Park Ave, Phoenix Park Racecourse Dublin 15, Dublin 15, Dublin",D15ER82,14.475,15.883333333333333,14475,953,Apartment,3,2,78.0 m²,B2,—,11/04/2025,"€445,000","€475,000","7 GLENESKY SQ, PHOENIX PARK AVE, PHOENIX PARK RACECOURSE DUBLIN 15",11/04/2025,"7 GLENESKY SQ, PHOENIX PARK AVE, PHOENIX PARK RACECOURSE DUBLIN 15",Dublin,"ï¿½475,000.00",No,No,Second-Hand Dwelling house /Apartment,
"24 Glen Vale, Lucan, Dublin, Dublin",K78YW93,20.529,23.616666666666667,20529,1417,Semi-D,3,2,93.0 m²,D2,—,11/04/2025,"€350,000","€430,000","24 GLEN VALE, LUCAN, DUBLIN",11/04/2025,"24 GLEN VALE, LUCAN, DUBLIN",Dublin,"ï¿½430,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Grange View Walk, Clondalkin, Dublin 22, Dublin 22, Dublin",D22EP65,27.291,26.15,27291,1569,Semi-D,3,1,71.0 m²,D1,—,11/04/2025,"€310,000","€310,000*","19 GRANGE VIEW WALK, CLONDALKIN, DUBLIN 22",11/04/2025,"19 GRANGE VIEW WALK, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½310,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"64 Ardlea Rd, Artane, Dublin 5, Dublin 5, Dublin",D05E6N3,8.254,17.483333333333334,8254,1049,Terrace,3,1,102.0 m²,C3,—,11/04/2025,"€475,000","€525,000","64 ARDLEA RD, ARTANE, DUBLIN 5",11/04/2025,"64 ARDLEA RD, ARTANE, DUBLIN 5",Dublin,"ï¿½525,000.00",No,No,Second-Hand Dwelling house /Apartment,
"77 The Courtyard, Clonsilla, Dublin 15, Dublin 15, Dublin",D15WP83,16.82,19.283333333333335,16820,1157,Apartment,2,2,76.0 m²,—,—,11/04/2025,"€300,000","€278,000","77 THE COURTYARD, CLONSILLA, DUBLIN 15",11/04/2025,"77 THE COURTYARD, CLONSILLA, DUBLIN 15",Dublin,"ï¿½278,000.00",No,No,Second-Hand Dwelling house /Apartment,
"69 Woodview, Mount Merrion Ave, Blackrock, Dublin",A94X658,21.534,33.53333333333333,21534,2012,Apartment,3,2,84.0 m²,C1,—,11/04/2025,"€615,000","€685,600","69 WOODVIEW, MOUNT MERRION AVE, BLACKROCK",11/04/2025,"69 WOODVIEW, MOUNT MERRION AVE, BLACKROCK",Dublin,"ï¿½685,600.00",No,No,Second-Hand Dwelling house /Apartment,
"48 Carrickmount Dr, Rathfarnham, Dublin, Dublin 14, Dublin",D14PX52,34.849,31.85,34849,1911,Terrace,3,2,117.9 m²,C2,—,11/04/2025,"€595,000","€670,000","48 CARRICKMOUNT DR, RATHFARNHAM, DUBLIN",11/04/2025,"48 CARRICKMOUNT DR, RATHFARNHAM, DUBLIN",Dublin,"ï¿½670,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Seafield Court, Killiney, Dublin, Dublin",A96CP22,42.405,38.38333333333333,42405,2303,Semi-D,3,1,85.0 m²,C2,—,13/04/2025,"€595,000","€690,000","33 SEAFIELD COURT, KILLINEY, DUBLIN",13/04/2025,"33 SEAFIELD COURT, KILLINEY, DUBLIN",Dublin,"ï¿½690,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Neagh Rd, Terenure, Dublin 6w, Dublin",D6WYY16,28.912,30.716666666666665,28912,1843,Terrace,3,2,86.0 m²,D2,—,14/04/2025,"€545,000","€559,000","28 NEAGH RD, TERENURE, DUBLIN 6W",14/04/2025,"28 NEAGH RD, TERENURE, DUBLIN 6W",Dublin,"ï¿½559,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Cherry Court, Loughlinstown, Dublin, Dublin",A96K2C0,40.723,33.25,40723,1995,Semi-D,3,1,95.0 m²,C2,—,14/04/2025,"€550,000","€582,000","18 CHERRY COURT, LOUGHLINSTOWN, DUBLIN",14/04/2025,"18 CHERRY COURT, LOUGHLINSTOWN, DUBLIN",Dublin,"ï¿½582,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Buckley Court, Elton Park, Sandycove, Dublin",A96HV59,45.024,41.36666666666667,45024,2482,Apartment,1,1,44.0 m²,C3,—,14/04/2025,"€325,000","€405,000","7 BUCKLEY COURT, ELTON PARK, SANDYCOVE",14/04/2025,"7 BUCKLEY COURT, ELTON PARK, SANDYCOVE",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
